1.55e-6,0.
2.0664009999999996e-6,0.007298
2.069851e-6,0.007011
2.073312e-6,0.007932
2.076791e-6,0.008065
2.080272e-6,0.007699
2.083771e-6,0.00662
2.087279e-6,0.007727
2.0908009999999998e-6,0.007464
2.094329e-6,0.007931
2.097869e-6,0.006825
2.1014309999999997e-6,0.007623
2.104992e-6,0.006487
2.108571e-6,0.007494
2.11217e-6,0.007604
2.1157699999999997e-6,0.00725
2.11939e-6,0.007187
2.123019e-6,0.008465
2.12666e-6,0.007539
2.13031e-6,0.007951
2.133979e-6,0.007393
2.137658e-6,0.008746
2.14135e-6,0.008358
2.145062e-6,0.008536
2.148771e-6,0.008132
2.152501e-6,0.009147
2.1562519999999995e-6,0.009598
2.16e-6,0.008566
2.1637689999999997e-6,0.00837
2.1675589999999997e-6,0.009756
2.1713509999999998e-6,0.007964
2.1751599999999997e-6,0.008557
2.1789779999999996e-6,0.009199
2.182822e-6,0.009928
2.186671e-6,0.008394
2.1905299999999996e-6,0.009174
2.194411e-6,0.009142
2.1983009999999996e-6,0.009985
2.202209e-6,0.009611
2.2061190000000002e-6,0.009985
2.210059e-6,0.011081
2.214001e-6,0.010671
2.2179609999999998e-6,0.010177
2.22194e-6,0.012099
2.225928e-6,0.010819
2.229931e-6,0.011596
2.2339479999999995e-6,0.012298
2.23798e-6,0.012099
2.2420309999999997e-6,0.012604
2.2460919999999998e-6,0.013004
2.250172e-6,0.013502
2.2542589999999997e-6,0.012587
2.25836e-6,0.014589
2.262489e-6,0.015733
2.26662e-6,0.015105
2.2707709999999998e-6,0.014145
2.274941e-6,0.015762
2.279118e-6,0.015455
2.283319e-6,0.015944
2.287532e-6,0.015391
2.2917589999999997e-6,0.016797
2.295999e-6,0.018667
2.300262e-6,0.018206
2.3045409999999998e-6,0.018382
2.308828e-6,0.020014
2.313139e-6,0.01994
2.3174579999999995e-6,0.021778
2.321802e-6,0.021521
2.326162e-6,0.023801
2.3305289999999997e-6,0.024522
2.334922e-6,0.024905
2.339318e-6,0.025821
2.3437489999999996e-6,0.028128
2.3481909999999998e-6,0.026988
2.3526419999999996e-6,0.029616
2.35711e-6,0.02854
2.3615989999999997e-6,0.029964
2.36611e-6,0.031531
2.370629e-6,0.034344
2.375179e-6,0.033769
2.379741e-6,0.036688
2.3843079999999996e-6,0.037003
2.3889109999999998e-6,0.038282
2.393522e-6,0.039943
2.398151e-6,0.042146
2.4027889999999996e-6,0.043553
2.407458e-6,0.044054
2.4121419999999996e-6,0.046702
2.416848e-6,0.045442
2.421572e-6,0.049577
2.426311e-6,0.053079
2.431058e-6,0.050783
2.435838e-6,0.056636
2.4406279999999995e-6,0.056936
2.445451e-6,0.058559
2.450278e-6,0.06142
2.45513e-6,0.064514
2.4599999999999997e-6,0.065756
2.46489e-6,0.068394
2.4698e-6,0.073655
2.474729e-6,0.074814
2.4796779999999996e-6,0.080707
2.484651e-6,0.083768
2.48964e-6,0.087875
2.4946489999999997e-6,0.089284
2.499683e-6,0.095072
2.504732e-6,0.099422
2.509801e-6,0.107914
2.514892e-6,0.112227
2.520003e-6,0.118243
2.5251389999999998e-6,0.122406
2.530292e-6,0.125939
2.535461e-6,0.131992
2.540661e-6,0.136012
2.545882e-6,0.140968
2.55112e-6,0.147579
2.5563799999999997e-6,0.15602
2.561661e-6,0.158363
2.566958e-6,0.167771
2.572289e-6,0.168055
2.57763e-6,0.175895
2.583e-6,0.179084
2.5884019999999997e-6,0.185346
2.593811e-6,0.193068
2.5992479999999997e-6,0.198061
2.604708e-6,0.202359
2.610191e-6,0.206894
2.6157029999999997e-6,0.212571
2.621232e-6,0.218799
2.626779e-6,0.223242
2.632361e-6,0.229322
2.6379609999999995e-6,0.239725
2.6435909999999995e-6,0.250068
2.649239e-6,0.257243
2.654911e-6,0.264742
2.660607e-6,0.281645
2.6663279999999997e-6,0.29474
2.6720679999999998e-6,0.309784
2.677839e-6,0.32245
2.68364e-6,0.343039
2.689461e-6,0.363025
2.6953119999999998e-6,0.37534
2.701178e-6,0.400378
2.707081e-6,0.421838
2.7129979999999996e-6,0.435316
2.7189519999999997e-6,0.452269
2.724927e-6,0.475444
2.730929e-6,0.489341
2.736962e-6,0.50568
2.743011e-6,0.52478
2.749098e-6,0.530979
2.7552e-6,0.542752
2.761342e-6,0.552351
2.767499e-6,0.562429
2.773702e-6,0.567725
2.7799079999999996e-6,0.572789
2.7861600000000003e-6,0.57806
2.7924410000000002e-6,0.588238
2.798737e-6,0.587622
2.8050679999999996e-6,0.584193
2.811428e-6,0.593162
2.817823e-6,0.601844
2.8242409999999996e-6,0.613819
2.830688e-6,0.628391
2.8371719999999998e-6,0.642112
2.843671e-6,0.656654
2.8502079999999996e-6,0.673388
2.8567809999999996e-6,0.704065
2.863378e-6,0.72785
2.8699979999999996e-6,0.764664
2.876663e-6,0.791312
2.8833519999999997e-6,0.832467
2.8900719999999997e-6,0.87062
2.896831e-6,0.894459
2.903607e-6,0.929799
2.910429e-6,0.955303
2.9172829999999997e-6,0.977617
2.924163e-6,0.987266
2.9310679999999997e-6,0.999449
2.9380130000000002e-6,1.
2.94499e-6,0.994073
2.952001e-6,0.971962
2.959053e-6,0.958778
2.9661309999999997e-6,0.934527
2.973243e-6,0.902721
2.9803899999999996e-6,0.870857
2.9875699999999996e-6,0.838456
2.9947929999999997e-6,0.805928
3.002043e-6,0.785872
3.009329e-6,0.756622
3.0166499999999997e-6,0.733803
3.023999e-6,0.724502
3.0313989999999997e-6,0.711707
3.038828e-6,0.722673
3.0462859999999996e-6,0.723408
3.053804e-6,0.739724
3.061343e-6,0.761128
3.0689199999999997e-6,0.78476
3.0765339999999998e-6,0.80347
3.084178e-6,0.818395
3.0918839999999996e-6,0.834321
3.099613e-6,0.828638
3.1073719999999997e-6,0.812963
3.115179e-6,0.788427
3.1230319999999996e-6,0.76173
3.13091e-6,0.705279
3.138843e-6,0.642877
3.146809e-6,0.582818
3.154807e-6,0.508845
3.162862e-6,0.435086
3.1709499999999997e-6,0.372081
3.1790799999999996e-6,0.304945
3.1872509999999997e-6,0.248959
3.1954729999999996e-6,0.200416
3.203729e-6,0.156939
3.212027e-6,0.128059
3.2203689999999995e-6,0.10221
3.2287629999999995e-6,0.082023
3.237192e-6,0.062593
3.245657e-6,0.051869
3.254183e-6,0.042981
3.2627369999999997e-6,0.035078
3.271353e-6,0.02894
3.280007e-6,0.024279
3.2887059999999997e-6,0.020112
3.297451e-6,0.016616
3.306252e-6,0.016298
3.3150909999999998e-6,0.014177
3.3239689999999996e-6,0.012852
3.332912e-6,0.012006
3.341886e-6,0.011478
3.350917e-6,0.009994
3.3600059999999998e-6,0.00932
3.3691439999999996e-6,0.008654
3.378323e-6,0.008841
3.387552e-6,0.008425
3.396832e-6,0.008513
3.4061629999999997e-6,0.008608
3.415536e-6,0.007599
3.424979e-6,0.008116
3.4344649999999996e-6,0.007355
3.444014e-6,0.006986
3.453596e-6,0.006304
3.463252e-6,0.0057
3.4729519999999996e-6,0.005496
3.4826959999999996e-6,0.004889
3.492505e-6,0.004423
3.50238e-6,0.003786
3.5123000000000002e-6,0.003303
3.5222769999999997e-6,0.003402
3.5323109999999997e-6,0.003424
3.542412e-6,0.002978
3.5525609999999996e-6,0.002702
3.562758e-6,0.002367
3.5730339999999996e-6,0.002698
3.583359e-6,0.002239
3.593745e-6,0.002125
3.60419e-6,0.002578
3.614697e-6,0.002259
3.6252749999999998e-6,0.002102
3.635905e-6,0.00205
3.646587e-6,0.002311
3.657353e-6,0.001994
3.668172e-6,0.001809
3.679056e-6,0.00169
3.6900149999999996e-6,0.001965
3.7010169999999996e-6,0.001909
3.7120969999999997e-6,0.002218
3.7232539999999996e-6,0.001887
3.734456e-6,0.001981
3.7457479999999996e-6,0.002153
3.757098e-6,0.002269
6.2e-6,0.
0.00001033,0.
0.0000155,0.
